Item_name,Warranty Period(Years),Screen Size,Cpu,Ram,Gpu,OpSys,Weight,Price,Label of Model,Label number,Category
HP ProBook 450 Notebook,1,15.6,B,8,R,WI,2.1,61567,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 5568 Notebook,3,15.6,B,8,R,WI,2.18,61644,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.2,61831,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire 7 Gaming,1,15.6,C,8,R,LI,2.4,61877,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 510s-14IKB Notebook,1,14,C,8,R,NO,1.5,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-15IKB Notebook,1,15.6,C,4,Q,WI,2.2,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Fujitsu LifeBook A557 Notebook,1,15.6,B,8,R,WI,2.2,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5579 2 in 1 Convertible,1,15.6,B,8,R,WI,2.67,61954,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.2,62032,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire A517-51G Notebook,1,17.3,B,4,Q,WI,3,62420,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Probook 450 Notebook,2,15.6,B,8,R,WI,2.04,62497,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,1,15.6,C,8,R,NO,2.4,62730,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Latitude 3580 Notebook,1,15.6,B,8,R,WI,1.95,62807,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Probook 440 Notebook,1,14,B,8,R,WI,1.63,62962,New Dell G3 15 3579 Gaming,7,Data Scientist
Toshiba Satellite Pro Notebook,1,15.6,C,8,R,WI,2.2,62962,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V310-15IKB (i5-20U/8GB/1TB Notebook,1,15.6,B,8,R,WI,1.9,63040,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V310-15ISK (i5-20U/8GB/1TB Notebook,1,15.6,B,8,Q,WI,1.9,63424,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5379 2 in 1 Convertible,1,13.3,B,8,R,WI,1.62,63505,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5579 2 in 1 Convertible,1,15.6,C,8,R,WI,2.08,63505,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-15IKB Notebook,1,15.6,B,8,R,WI,2.3,63505,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5577 Gaming,1,15.6,C,8,R,WI,2.56,63505,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Latitude 5580 Notebook,3,15.6,B,4,R,WI,1.9,63971,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V330-15IKB (i5-8250U/4GB/256GB/FHD/W10) Notebook,1,15.6,B,4,R,WI,1.8,64281,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,2,15.6,C,8,R,WI,2.5,64281,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Thinkpad E570 Notebook,1,15.6,B,8,R,WI,2.3,64358,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire E5-576G Notebook,1,15.6,C,8,R,WI,2.2,64513,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 5568 Notebook,1,15.6,B,8,R,WI,2.18,64823,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Pavilion X360 2 in 1 Convertible,1,13.3,B,8,R,WI,1.58,64870,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5379 2 in 1 Convertible,1,13.3,C,8,R,WI,1.62,65056,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,B,4,R,WI,2.04,65056,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce 2 in 1 Convertible,1,15.6,C,12,R,WI,2.3,65056,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus FX553VD-DM627T (i5-7300HQ/8GB/1TB Notebook,1,15.6,C,8,R,WI,2.5,65056,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire A515-51G Notebook,1,15.6,C,8,Q,WI,2.2,65211,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,B,8,R,WI,2.33,65444,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire 7 Notebook,1,15.6,D,8,R,LI,2.4,65599,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Nitro AN515-51 Gaming,1,15.6,C,8,R,WI,2.5,65599,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,B,8,R,WI,2.04,65638,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Spin 5 2 in 1 Convertible,1,13.3,B,8,R,WI,1.5,65676,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Latitude 3380 Notebook,1,13.3,A,4,R,WI,1.65,65831,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-17IKBR Notebook,2,17.3,C,8,Q,NO,2.8,65831,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus Pro P2540UA-XO0192R Notebook,1,15.6,C,4,S,WI,2.37,65901,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo ThinkPad E570 Notebook,2,15.6,B,8,R,WI,2.3,65960,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire A517-51G Notebook,1,17.3,B,8,Q,WI,3,66219,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,3,15.6,C,8,R,WI,2.02,66297,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Thinkpad E470 Notebook,3,14,B,8,Q,WI,1.87,66457,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 5468 Notebook,1,14,B,8,R,WI,1.6,66607,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Thinkpad E470 Notebook,1,14,C,8,R,WI,1.87,66607,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-17IKB Notebook,2,17.3,C,6,R,WI,2.8,66607,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5567 Notebook,1,15.6,C,16,Q,WI,2.3,66608,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 440 Notebook,1,14,B,8,R,WI,1.63,66684,New Dell G3 15 3579 Gaming,7,Data Scientist
Toshiba Satellite Pro Notebook,0,15.6,B,8,R,WI,2,66684,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5767 Notebook,1,17.3,C,8,Q,LI,2.83,67072,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Latitude 5580 Notebook,1,15.6,C,4,R,LI,1.93,67382,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,8,R,NO,2.4,67382,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5379 2 in 1 Convertible,1,13.3,C,8,R,WI,1.62,67383,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.2,67460,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Vostro 5471 Ultrabook,1,14,B,8,R,WI,1.7,68158,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Aspire 7 Notebook,1,15.6,D,8,R,LI,2.5,68158,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 7559 Gaming,1,15.6,C,16,R,WI,2.59,68158,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,B,8,R,WI,2.1,68158,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5577 Gaming,1,15.6,C,8,R,WI,2.56,68158,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo V330-15IKB (i7-8550U/8GB/256GB/FHD/W10) Notebook,1,15.6,C,8,R,WI,2.05,68235,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo ThinkPad 13 Notebook,3,13.3,B,4,R,WI,1.44,68313,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer Swift 3 Ultrabook,1,14,C,8,R,WI,1.6,68545,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5378 2 in 1 Convertible,1,13.3,B,8,R,WI,1.68,68933,New Dell G3 15 3579 Gaming,7,Data Scientist
HP Probook 450 Notebook,1,15.6,B,8,R,WI,2.04,68933,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5770 Notebook,1,17.3,B,8,R,LI,2.8,68933,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus F756UX-T4201D (i7-7500U/8GB/128GB Notebook,0,17.3,C,8,R,NO,2.69,68933,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus K756UX-T4340T (i5-20U/8GB/500GB Notebook,1,17.3,B,8,R,WI,2.69,69088,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 470 Notebook,1,17.3,B,8,R,WI,2.5,69476,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Ideapad 520-15IKBR Notebook,1,15.6,C,8,R,WI,2.17,69701,New Dell G3 15 3579 Gaming,7,Data Scientist
Apple Macbook Air Ultrabook,1,13.3,C,8,R,MA,1.34,69704,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell XPS 13 Ultrabook,1,13.3,B,8,R,WI,1.29,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo Yoga 520-14IKB 2 in 1 Convertible,1,14,B,8,R,WI,1.74,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5567 Notebook,1,15.6,C,16,Q,LI,2.36,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 5567 Notebook,1,15.6,C,8,Q,WI,2.33,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-15IKB Notebook,1,15.6,C,8,Q,WI,2.2,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Lenovo IdeaPad 320-15ABR Notebook,1,15.6,B,12,R,WI,2.2,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
Dell Inspiron 7567 Gaming,1,15.6,D,8,R,WI,2.62,69708,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,C,8,R,WI,2.04,69786,New Dell G3 15 3579 Gaming,7,Data Scientist
Acer TMX349-G2-M-50FS (i5-20U/8GB/256GB/FHD/W10) Notebook,2,14,B,8,R,WI,1.56,69941,New Dell G3 15 3579 Gaming,7,Data Scientist
HP ProBook 450 Notebook,1,15.6,C,8,R,WI,2.1,69941,New Dell G3 15 3579 Gaming,7,Data Scientist
Asus VivoBook Pro Notebook,3,15.6,C,8,R,WI,1.99,70299,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 450 Notebook,1,15.6,B,4,R,WI,2.07,70561,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 470 Notebook,2,17.3,B,8,R,WI,2.63,70561,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad L570 Notebook,1,15.6,B,8,R,WI,2.3,70639,New Inspiron 15 7591 Laptop,8,Home User
Dell Vostro 5568 Notebook,1,15.6,B,4,R,WI,2.18,70755,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 470 Notebook,1,17.3,B,8,R,WI,2.5,70872,New Inspiron 15 7591 Laptop,8,Home User
Toshiba Tecra A40-C-1KF Notebook,2,14,B,4,R,WI,1.75,70949,New Inspiron 15 7591 Laptop,8,Home User
Acer Swift 3 Ultrabook,1,14,B,8,S,WI,1.8,71259,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.2,71259,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 470 Notebook,1,17.3,B,8,R,WI,2.5,71569,New Inspiron 15 7591 Laptop,8,Home User
Asus ZenBook Flip 2 in 1 Convertible,1,13.3,B,8,R,WI,1.27,71957,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 470 Notebook,1,17.3,B,8,R,WI,2.5,71957,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 7567 Gaming,3,15.6,D,8,R,LI,2.62,72035,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5370 Ultrabook,1,13.3,C,8,R,WI,1.4,72258,New Inspiron 15 7591 Laptop,8,Home User
HP EliteBook 850 Notebook,1,15.6,B,4,S,WI,1.88,72267,New Inspiron 15 7591 Laptop,8,Home User
Xiaomi Mi Notebook Ultrabook,2,13.3,B,8,R,WI,1.28,72500,New Inspiron 15 7591 Laptop,8,Home User
Dell Latitude 5580 Notebook,3,15.6,C,8,S,WI,1.9,72500,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad L470 Notebook,1,14,B,8,R,WI,1.9,72733,New Inspiron 15 7591 Laptop,8,Home User
Asus FX753VD-GC086T (i5-7300HQ/8GB/1TB Gaming,1,17.3,C,8,R,WI,3,72733,New Inspiron 15 7591 Laptop,8,Home User
Asus UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10) Notebook,1,14,B,8,R,WI,1.4,72965,New Inspiron 15 7591 Laptop,8,Home User
Toshiba Satellite Pro Notebook,1,15.6,B,8,R,WI,2,73120,New Inspiron 15 7591 Laptop,8,Home User
Asus Zenbook UX410UA-GV027T Notebook,1,14,B,8,R,WI,2,73275,New Inspiron 15 7591 Laptop,8,Home User
Dell Latitude 5580 Notebook,3,15.6,B,8,R,WI,1.9,73275,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad 13 Notebook,1,13.3,B,8,R,WI,1.4,73585,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad 13 Notebook,1,13.3,B,8,R,WI,1.44,73585,New Inspiron 15 7591 Laptop,8,Home User
Dell Vostro 5370 Ultrabook,1,13.3,B,8,R,WI,1.41,73585,New Inspiron 15 7591 Laptop,8,Home User
Asus FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce Gaming,3,15.6,D,8,R,WI,2.2,73585,New Inspiron 15 7591 Laptop,8,Home User
Lenovo IdeaPad 320-15ABR Notebook,1,15.6,B,12,R,WI,2.2,73585,New Inspiron 15 7591 Laptop,8,Home User
Asus FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce Gaming,3,17.3,D,12,R,LI,3,73585,New Inspiron 15 7591 Laptop,8,Home User
Lenovo IdeaPad 320-17IKB Notebook,1,17.3,C,6,R,WI,2.8,73585,New Inspiron 15 7591 Laptop,8,Home User
Acer Aspire A517-51G Notebook,2,15.6,C,8,R,WI,3,73741,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5370 Ultrabook,1,13.3,C,8,R,WI,1.4,74051,New Inspiron 15 7591 Laptop,8,Home User
Dell Latitude 3580 Notebook,3,15.6,B,8,R,WI,2.06,74051,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 430 Notebook,1,13.3,B,8,R,WI,1.49,74361,New Inspiron 15 7591 Laptop,8,Home User
Dell Latitude 5580 Notebook,1,15.6,C,4,R,WI,1.93,74361,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Yoga 510-15IKB 2 in 1 Convertible,1,15.6,B,8,R,WI,2.08,74361,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad 13 Notebook,3,13.3,B,8,R,WI,1.44,74438,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 430 Notebook,1,13.3,B,8,R,WI,1.49,74438,New Inspiron 15 7591 Laptop,8,Home User
Dell Vostro 5568 Notebook,1,15.6,C,8,S,WI,1.98,74516,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.02,75284,New Inspiron 15 7591 Laptop,8,Home User
Toshiba Satellite Pro Notebook,2,13.3,B,8,R,WI,1.5,75446,New Inspiron 15 7591 Laptop,8,Home User
Asus VivoBook S15 Ultrabook,2,15.6,B,8,R,WI,1.7,75757,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 470 Notebook,1,17.3,B,8,R,WI,2.5,75757,New Inspiron 15 7591 Laptop,8,Home User
Dell XPS 13 Ultrabook,1,13.3,B,8,R,WI,1.22,75912,New Inspiron 15 7591 Laptop,8,Home User
Acer Aspire A715-71G Notebook,1,15.6,D,8,R,LI,2.5,75912,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.36,75912,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 450 Notebook,3,15.6,B,8,R,WI,2.04,75912,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5770 Notebook,1,17.3,B,8,R,WI,2.8,75912,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 640 Notebook,1,14,B,8,R,WI,1.95,75989,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.2,76377,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 7567 Gaming,1,15.6,C,8,R,WI,2.62,76377,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 440 Notebook,1,14,C,8,R,WI,1.63,76610,New Inspiron 15 7591 Laptop,8,Home User
Acer Swift 7 Ultrabook,1,13.3,C,8,R,WI,1.12,76687,New Inspiron 15 7591 Laptop,8,Home User
Microsoft Surface Laptop Ultrabook,1,13.5,D,4,R,WI,1.252,76687,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad L470 Notebook,1,14,B,4,R,WI,2.02,76765,New Inspiron 15 7591 Laptop,8,Home User
MSI GV62M 7RD Gaming,3,15.6,C,8,R,WI,2.2,77377,New Inspiron 15 7591 Laptop,8,Home User
Apple MacBook Air Ultrabook,1,13.3,C,8,R,MA,1.35,77385,New Inspiron 15 7591 Laptop,8,Home User
Lenovo IdeaPad 2S-13IKB Notebook,1,13.3,B,8,R,WI,1.1,77462,New Inspiron 15 7591 Laptop,8,Home User
Acer Spin 5 2 in 1 Convertible,1,13.3,B,8,R,WI,1.6,77462,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Flex 5 2 in 1 Convertible,1,14,B,8,R,WI,1.7,77462,New Inspiron 15 7591 Laptop,8,Home User
Asus FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce Gaming,1,15.6,D,8,R,WI,2.5,77462,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 7577 Gaming,1,15.6,C,8,R,WI,2.65,77462,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,4,R,WI,2.4,77462,New Inspiron 15 7591 Laptop,8,Home User
Lenovo IdeaPad Y700-15ACZ Gaming,1,15.6,C,16,R,WI,2.5,77462,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Legion Y520-15IKBN Gaming,1,15.6,C,8,S,WI,2.5,77462,New Inspiron 15 7591 Laptop,8,Home User
Dell Inspiron 7773 2 in 1 Convertible,1,17.3,B,12,R,WI,2.77,77462,New Inspiron 15 7591 Laptop,8,Home User
Xiaomi Mi Notebook Ultrabook,1,13.3,B,8,R,NO,1.3,77532,New Inspiron 15 7591 Laptop,8,Home User
Lenovo ThinkPad T460 Notebook,1,14,B,4,R,WI,1.7,77695,New Inspiron 15 7591 Laptop,8,Home User
Dell Latitude 5580 Notebook,1,15.6,C,8,R,WI,1.9,78201,New Inspiron 15 7591 Laptop,8,Home User
Acer Aspire F5-573G-510L Notebook,2,15.6,B,12,S,WI,2.4,78238,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Thinkpad 13 Notebook,1,13.3,C,8,S,WI,1.4,78315,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Thinkpad E570 Notebook,1,15.6,B,8,R,WI,2.3,78470,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Legion Y520-15IKBN Gaming,1,15.6,C,8,R,NO,2.5,78858,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 470 Notebook,1,17.3,C,8,R,WI,2.5,78936,New Inspiron 15 7591 Laptop,8,Home User
HP ProBook 450 Notebook,2,15.6,C,8,R,WI,2.04,79012,New Inspiron 15 7591 Laptop,8,Home User
Toshiba Tecra A40-C-1E5 Notebook,1,14,B,4,R,WI,1.75,79091,New Inspiron 15 7591 Laptop,8,Home User
Asus ZenBook UX310UQ-GL026T Ultrabook,3,13.3,B,8,R,WI,1.45,79556,New Inspiron 15 7591 Laptop,8,Home User
MSI GV62 7RD-1686NL Gaming,1,15.6,C,8,R,WI,2.2,79691,New Inspiron 15 7591 Laptop,8,Home User
HP Probook 440 Notebook,1,14,C,8,R,WI,1.63,79944,New Inspiron 15 7591 Laptop,8,Home User
Lenovo Yoga 2-13IKB 2 in 1 Convertible,3,13.3,B,8,R,WI,1.3,80176,Dell G5 Gaming Notebook,9,Gamer
Asus Rog GL753VD-GC042T Gaming,1,17.3,D,8,R,WI,3,80564,Dell G5 Gaming Notebook,9,Gamer
Toshiba Satellite Pro Notebook,1,15.6,C,8,R,WI,2.2,80874,Dell G5 Gaming Notebook,9,Gamer
HP Probook 470 Notebook,1,17.3,C,8,R,WI,2.5,81029,Dell G5 Gaming Notebook,9,Gamer
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,8,R,WI,2.5,81262,Dell G5 Gaming Notebook,9,Gamer
Lenovo ThinkPad E480 Notebook,2,14,B,8,R,WI,1.75,81339,Dell G5 Gaming Notebook,9,Gamer
Asus Zenbook UX430UA Ultrabook,1,14,C,8,S,WI,1.25,81339,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5570 Notebook,1,15.6,C,16,R,LI,2.02,81339,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5579 2 in 1 Convertible,1,15.6,C,8,R,WI,1.56,81339,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7570 Ultrabook,1,15.6,B,8,R,WI,1.9,81339,Dell G5 Gaming Notebook,9,Gamer
Asus VivoBook S15 Ultrabook,1,15.6,C,8,R,WI,1.7,81409,Dell G5 Gaming Notebook,9,Gamer
Lenovo ThinkPad L570 Notebook,2,15.6,B,4,S,WI,2.38,81805,Dell G5 Gaming Notebook,9,Gamer
HP Envy 17-U275cl Notebook,1,17.3,C,16,R,WI,2.9,82115,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5577 Gaming,1,15.6,D,8,S,WI,2.56,82230,Dell G5 Gaming Notebook,9,Gamer
Toshiba Tecra A50-D-11M Notebook,1,15.6,B,8,S,WI,2,82503,Dell G5 Gaming Notebook,9,Gamer
Lenovo Yoga 910-13IKB 2 in 1 Convertible,1,13.9,C,8,S,WI,1.38,83666,Dell G5 Gaming Notebook,9,Gamer
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,16,R,WI,2.5,83666,Dell G5 Gaming Notebook,9,Gamer
HP EliteBook 840 Ultrabook,1,14,C,4,S,WI,1.48,83898,Dell G5 Gaming Notebook,9,Gamer
HP Probook 440 Notebook,1,14,C,8,R,WI,1.63,84053,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5770 Notebook,1,17.3,B,8,R,WI,2.8,84131,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5770 Notebook,1,17.3,C,8,R,WI,2.8,84131,Dell G5 Gaming Notebook,9,Gamer
Microsoft Surface Laptop Ultrabook,1,13.5,B,4,R,WI,1.252,84441,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5480 Notebook,3,14,C,8,R,LI,1.64,84441,Dell G5 Gaming Notebook,9,Gamer
MSI GL62M (i5-7300HQ/8GB/1TB Gaming,1,15.6,C,8,R,WI,2.2,84441,Dell G5 Gaming Notebook,9,Gamer
Toshiba Tecra X40-D-10Z Ultrabook,1,14,B,4,S,WI,1.25,84519,Dell G5 Gaming Notebook,9,Gamer
Asus ZenBook UX410UA-GV183T Notebook,1,14,C,8,R,WI,2,84829,Dell G5 Gaming Notebook,9,Gamer
Lenovo Thinkpad T460 Ultrabook,1,14,B,4,R,WI,1.7,84984,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5590 Ultrabook,1,15.6,B,8,R,WI,1.88,84996,Dell G5 Gaming Notebook,9,Gamer
Lenovo Thinkpad T570 Notebook,2,15.6,C,8,R,WI,1.95,85061,Dell G5 Gaming Notebook,9,Gamer
Lenovo Thinkpad X260 Ultrabook,1,12.5,B,8,R,WI,1.3,85216,Dell G5 Gaming Notebook,9,Gamer
Apple MacBook Air Ultrabook,1,13.3,C,8,S,MA,1.35,85216,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5480 Ultrabook,1,14,C,8,R,LI,1.6,85216,Dell G5 Gaming Notebook,9,Gamer
Asus ZenBook UX430UA Ultrabook,1,14,C,8,R,WI,1.25,85216,Dell G5 Gaming Notebook,9,Gamer
Lenovo IdeaPad 2S-14IKB Notebook,1,14,B,8,R,WI,1.5,85216,Dell G5 Gaming Notebook,9,Gamer
HP Omen 15-AX205na Gaming,1,15.6,D,8,R,WI,2.2,85216,Dell G5 Gaming Notebook,9,Gamer
HP 15-cb003na (i5-7300HQ/8GB/1TB Notebook,1,15.6,C,8,R,WI,2.2,85216,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7559 Gaming,1,15.6,C,16,S,WI,2.72,85216,Dell G5 Gaming Notebook,9,Gamer
Asus Pro P2540UA-XS51 Notebook,1,15.6,B,8,S,WI,2.37,85216,Dell G5 Gaming Notebook,9,Gamer
Asus ZenBook Flip 2 in 1 Convertible,1,15.6,C,12,S,WI,2.26,85216,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7567 Gaming,1,15.6,D,8,S,WI,2.62,85216,Dell G5 Gaming Notebook,9,Gamer
