Item_name,Warranty Period(Years),Screen Size,Cpu,Ram,Gpu,OpSys,Weight,Price,Label of Model,Label number,Category
Dell Inspiron 5770 Notebook,3,17.3,C,8,R,LI,2.8,85216,Dell G5 Gaming Notebook,9,Gamer
HP ProBook 430 Notebook,1,13.3,C,8,R,WI,1.49,85527,Dell G5 Gaming Notebook,9,Gamer
Toshiba Tecra Z40-C-12X Notebook,3,14,B,4,R,WI,1.47,85682,Dell G5 Gaming Notebook,9,Gamer
Lenovo Legion Y520-15IKBN Gaming,3,15.6,D,8,R,WI,2.5,85992,Dell G5 Gaming Notebook,9,Gamer
Lenovo ThinkPad E480 Notebook,1,14,B,8,S,WI,1.75,86536,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5580 Notebook,1,15.6,B,8,R,WI,1.9,86611,Dell G5 Gaming Notebook,9,Gamer
Asus VivoBook S15 Notebook,1,15.6,C,8,R,WI,1.7,86690,Dell G5 Gaming Notebook,9,Gamer
HP Envy 13-ad009n Ultrabook,1,13.3,C,8,R,WI,1.38,86767,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5480 Notebook,3,14,B,8,S,WI,1.6,86767,Dell G5 Gaming Notebook,9,Gamer
Toshiba Tecra A50-C-1ZV Notebook,1,15.6,B,8,R,WI,2.2,86767,Dell G5 Gaming Notebook,9,Gamer
MSI GL62M 7RD Gaming,1,15.6,C,8,R,WI,2.2,86838,Dell G5 Gaming Notebook,9,Gamer
HP ProBook 650 Notebook,1,14,C,8,R,WI,2.31,87155,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5480 Notebook,1,14,B,8,S,WI,1.6,87365,Dell G5 Gaming Notebook,9,Gamer
Asus Zenbook UX330UA-AH5Q Ultrabook,1,13.3,B,8,S,WI,1.2,87543,Dell G5 Gaming Notebook,9,Gamer
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,16,R,WI,2.4,87543,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7570 Notebook,1,15.6,C,8,R,WI,2.16,87646,Dell G5 Gaming Notebook,9,Gamer
Asus Zenbook 3 Ultrabook,1,14,B,8,S,WI,1.1,88008,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5570 Notebook,1,15.6,C,16,R,WI,2.2,88008,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5770 Notebook,1,17.3,C,8,R,WI,2.8,88551,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 5570 Notebook,1,15.6,C,8,R,WI,2.02,88582,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7570 Notebook,1,15.6,B,8,R,WI,2,88609,Dell G5 Gaming Notebook,9,Gamer
HP Elitebook 850 Notebook,1,15.6,B,8,R,WI,1.84,88706,Dell G5 Gaming Notebook,9,Gamer
Lenovo ThinkPad E580 Notebook,1,15.6,B,8,S,WI,2.1,88745,Dell G5 Gaming Notebook,9,Gamer
HP Envy 13-AB020nr Ultrabook,1,13.3,C,8,S,WI,1.34,88783,Dell G5 Gaming Notebook,9,Gamer
Asus VivoBook Pro Notebook,1,17.3,C,8,R,WI,2.1,88783,Dell G5 Gaming Notebook,9,Gamer
HP Envy 13-AB077cl Ultrabook,1,13.3,C,8,S,WI,1.39,89093,Dell G5 Gaming Notebook,9,Gamer
HP ProBook 640 Notebook,2,14,B,4,R,WI,1.95,89093,Dell G5 Gaming Notebook,9,Gamer
Dell Latitude 5490 Ultrabook,1,14,B,8,R,WI,1.6,89093,Dell G5 Gaming Notebook,9,Gamer
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,8,R,NO,2.4,89093,Dell G5 Gaming Notebook,9,Gamer
Asus ZenBook UX310UA-FB485T Notebook,1,13.3,B,8,S,WI,1.4,89171,Dell G5 Gaming Notebook,9,Gamer
HP ZBook 15u Notebook,1,15.6,B,8,S,WI,1.9,89481,Dell G5 Gaming Notebook,9,Gamer
Apple Macbook Air Ultrabook,1,13.3,C,8,R,MA,1.34,89846,Dell G5 Gaming Notebook,9,Gamer
Asus Chromebook Flip 2 in 1 Convertible,1,12.5,D,8,S,CH,1.2,89869,Dell G5 Gaming Notebook,9,Gamer
Dell Inspiron 7577 Gaming,1,15.6,D,8,R,WI,2.62,89869,Dell G5 Gaming Notebook,9,Gamer
"Apple MacBook 12"" Ultrabook",1,12,D,8,S,MA,0.92,90334,Dell Inspiron 7374,10,Data Scientist
HP Probook 650 Notebook,3,15.6,B,8,R,WI,2.31,90334,Dell Inspiron 7373 ,10,Data Scientist
Asus FX753VD-GC007T (i7-7700HQ/8GB/1TB Gaming,1,17.3,D,8,R,WI,3,90567,Dell Inspiron 7375,10,Data Scientist
Asus ROG GL553VE-FY022 Gaming,1,15.6,D,8,R,NO,2.5,90644,Dell Inspiron 7376,10,Data Scientist
Dell Latitude 5480 Notebook,1,14,C,8,R,WI,1.64,91420,Dell Inspiron 7378,10,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,2,15.6,D,16,R,WI,2.5,91420,Dell Inspiron 7377,10,Data Scientist
Dell Latitude 5580 Notebook,3,15.6,C,8,S,WI,1.9,91420,Dell Inspiron 7379,10,Data Scientist
Toshiba Tecra A40-C-1DF Notebook,1,14,B,8,R,WI,1.95,91497,Dell Inspiron 7380,10,Data Scientist
Dell Inspiron 5567 Notebook,1,15.6,C,16,Q,WI,2.3,91596,Dell Inspiron 7381,10,Data Scientist
Lenovo Thinkpad T460 Notebook,1,14,B,8,S,WI,1.7,91962,Dell Inspiron 7382,10,Data Scientist
Asus FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce Gaming,1,17.3,D,8,R,WI,3,92040,Dell Inspiron 7383,10,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,8,R,WI,2.5,92195,Dell Inspiron 7384,10,Data Scientist
Lenovo Thinkpad T460p Notebook,1,14,B,8,S,WI,1.8,92350,Dell Inspiron 7386,10,Data Scientist
HP Omen 17-w212nv Gaming,1,17.3,D,8,R,WI,3.35,92350,Dell Inspiron 7385,10,Data Scientist
MSI GL62M 7REX Gaming,1,15.6,D,8,R,WI,2.2,92412,Dell Inspiron 7387,10,Data Scientist
Asus UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce Ultrabook,3,14,C,8,R,WI,1.3,92505,Dell Inspiron 7388,10,Data Scientist
Toshiba Portege Z30-C-1CV Notebook,1,13.3,B,4,R,WI,1.2,92660,Dell Inspiron 7390,10,Data Scientist
Dell Inspiron 7577 Gaming,3,15.6,C,8,R,WI,2.65,92660,Dell Inspiron 7389,10,Data Scientist
Lenovo IdeaPad Y700-15ISK Gaming,1,15.6,C,8,S,WI,3.31,92738,Dell Inspiron 7391,10,Data Scientist
HP Probook 430 Notebook,1,13.3,C,16,R,WI,1.49,92815,Dell Inspiron 7392,10,Data Scientist
Lenovo Yoga 900-13ISK 2 in 1 Convertible,1,13.3,B,8,S,WI,1.3,92970,Dell Inspiron 7396,10,Data Scientist
Xiaomi Mi Notebook Notebook,1,15.6,B,8,R,NO,1.95,92970,Dell Inspiron 7393,10,Data Scientist
MSI GP62M Leopard Gaming,3,15.6,D,8,R,WI,2.2,92970,Dell Inspiron 7394,10,Data Scientist
MSI GL62M 7RD Gaming,3,15.6,C,8,S,WI,2.4,92970,Dell Inspiron 7397,10,Data Scientist
MSI GL72M 7REX Gaming,1,17.3,D,8,R,WI,2.7,92970,Dell Inspiron 7395,10,Data Scientist
HP ProBook 470 Notebook,3,17.3,C,8,R,WI,2.63,93048,Dell Inspiron 7398,10,Data Scientist
Dell Latitude 5480 Notebook,2,14,C,8,S,WI,1.6,93436,Dell Inspiron 7399,10,Data Scientist
Dell Inspiron 7560 Notebook,1,15.6,C,8,R,WI,2,93591,Dell Inspiron 7400,10,Data Scientist
Toshiba Portege Z30-C-16J Notebook,1,13.3,B,8,S,WI,1.2,94056,Dell Inspiron 7401,10,Data Scientist
Lenovo ThinkPad E480 Ultrabook,0,14,C,8,S,WI,1.75,94241,Dell Inspiron 7402,10,Data Scientist
HP EliteBook 850 Notebook,1,15.6,C,8,S,WI,1.84,94521,Dell Inspiron 7403,10,Data Scientist
Dell Inspiron 5570 Notebook,1,15.6,C,16,R,WI,2.2,94540,Dell Inspiron 7404,10,Data Scientist
Asus ZenBook UX510UX-CN211T Notebook,1,15.6,C,8,S,WI,2,94909,Dell Inspiron 7405,10,Data Scientist
Dell Latitude E7470 Notebook,3,14,B,8,R,WI,1.56,95297,Dell Inspiron 7406,10,Data Scientist
Lenovo ThinkPad E580 Notebook,1,15.6,C,8,S,WI,2.1,95340,Dell Inspiron 7407,10,Data Scientist
HP EliteBook 820 Ultrabook,1,12.5,B,4,S,WI,1.26,96460,Dell Inspiron 7408,10,Data Scientist
Lenovo Legion Y520-15IKBN Gaming,3,15.6,D,8,R,WI,2.5,96847,Dell Inspiron 7409,10,Data Scientist
HP Omen 15-ce007nv Gaming,3,15.6,D,12,S,WI,2.62,96847,Dell Inspiron 7410,10,Data Scientist
Dell Inspiron 5577 Gaming,1,15.6,D,16,R,WI,2.56,96868,Dell Inspiron 7411,10,Data Scientist
Toshiba Tecra Z50-D-10E Notebook,1,15.6,B,8,S,WI,2,97545,Dell Inspiron 7412,10,Data Scientist
Asus VivoBook S15 Ultrabook,3,15.6,C,16,R,WI,1.5,97855,Dell Inspiron 7413,10,Data Scientist
Dell Inspiron 7570 Notebook,1,15.6,C,8,R,WI,2.16,97855,Dell Inspiron 7414,10,Data Scientist
"Apple MacBook 12"" Ultrabook",1,12,D,8,S,MA,0.92,97886,Dell Inspiron 7415,10,Data Scientist
HP Probook 640 Notebook,2,14,B,4,S,WI,1.95,98088,Dell Inspiron 7417,10,Data Scientist
Asus GL553VE-FY082T (i7-7700HQ/8GB/1TB Gaming,1,15.6,D,8,R,WI,2.5,98088,Dell Inspiron 7416,10,Data Scientist
Dell XPS 13 Ultrabook,3,13.3,C,8,S,WI,1.3,98321,Dell Inspiron 7419,10,Data Scientist
HP EliteBook 840 Notebook,1,14,C,8,R,WI,1.48,98321,Dell Inspiron 7418,10,Data Scientist
HP ZBook 15u Notebook,1,15.6,C,8,S,WI,1.9,98398,Dell Inspiron 7421,10,Data Scientist
Asus Rog G752VL-UH71T Gaming,1,17.3,C,24,S,WI,4.33,98398,Dell Inspiron 7420,10,Data Scientist
HP Probook 470 Notebook,1,17.3,C,16,R,WI,2.5,98553,Dell Inspiron 7422,10,Data Scientist
Google Pixelbook (Core Ultrabook,1,12.3,C,8,R,CH,1.1,98864,Dell Inspiron 7423,10,Data Scientist
Dell Inspiron 5379 2 in 1 Convertible,1,13.3,C,16,R,WI,1.62,99174,Dell Inspiron 7424,10,Data Scientist
Asus G701VO-IH74K (i7-6820HK/32GB/2x Gaming,3,17.3,C,32,S,WI,3.58,99174,Dell Inspiron 7425,10,Data Scientist
Dell Latitude 5480 Notebook,1,14,C,8,S,WI,1.64,99230,Dell Inspiron 7426,10,Data Scientist
HP ProBook 470 Notebook,1,17.3,C,8,R,WI,2.63,99251,Dell Inspiron 7427,10,Data Scientist
Toshiba Portege X30-D-10X Notebook,3,13.3,B,4,S,WI,1.05,99639,Dell Inspiron 7428,10,Data Scientist
HP Elitebook 840 Notebook,1,14,C,8,R,WI,1.48,100182,Dell Latitude 5590 Ultrabook,11,Executive
MSI GP62 7RDX Gaming,3,15.6,D,16,S,WI,2.4,100337,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 850 Ultrabook,3,15.6,C,8,S,WI,1.84,100569,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 5590 Ultrabook,1,15.6,C,8,S,WI,1.88,100647,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Yoga 700-11ISK 2 in 1 Convertible,2,11.3,D,8,S,WI,1.1,100724,Dell Latitude 5590 Ultrabook,11,Executive
Acer Aspire VX5-591G Gaming,3,15.6,C,16,S,WI,2.5,100724,Dell Latitude 5590 Ultrabook,11,Executive
MSI GP62M 7REX Gaming,3,15.6,D,16,S,WI,2.2,100724,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Legion Y2-15IKB Gaming,1,15.6,D,8,S,WI,3.2,100724,Dell Latitude 5590 Ultrabook,11,Executive
Asus Zenbook UX510UW-FI095T Notebook,1,15.6,C,8,S,WI,2,100724,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook Pro Notebook,3,15.6,C,12,S,WI,2.06,100724,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 7579 2 in 1 Convertible,2,15.6,C,12,S,WI,2.19,100724,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Yoga 2-15IKB 2 in 1 Convertible,1,15.6,D,8,S,WI,2,100724,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 5770 Notebook,1,17.3,C,16,R,WI,2.8,100724,Dell Latitude 5590 Ultrabook,11,Executive
Asus Rog Strix Gaming,2,17.3,D,8,S,WI,3.2,100724,Dell Latitude 5590 Ultrabook,11,Executive
HP Elitebook 850 Notebook,1,15.6,C,8,S,WI,1.84,101112,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook Flip 2 in 1 Convertible,1,13.3,B,8,S,WI,1.1,101965,Dell Latitude 5590 Ultrabook,11,Executive
HP Envy 13-AB002nv Ultrabook,1,13.3,C,8,S,WI,1.34,102585,Dell Latitude 5590 Ultrabook,11,Executive
Asus UX510UX-CN269T (i7-7500U/8GB/256GB Notebook,1,14,C,8,R,WI,2,103438,Dell Latitude 5590 Ultrabook,11,Executive
HP Elitebook 820 Ultrabook,1,12.5,C,8,R,WI,1.26,103516,Dell Latitude 5590 Ultrabook,11,Executive
Asus FX502VM-DM560T (i7-7700HQ/8GB/1TB Gaming,1,15.6,D,8,S,WI,2.24,103826,Dell Latitude 5590 Ultrabook,11,Executive
Apple MacBook Pro Ultrabook,1,13.3,C,8,S,MA,1.37,103880,Dell Latitude 5590 Ultrabook,11,Executive
Microsoft Surface Laptop Ultrabook,3,13.5,B,8,S,WI,1.252,103904,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad L470 Notebook,1,14,B,8,S,WI,2.02,103904,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad T470 Notebook,1,14,B,8,S,WI,1.65,104291,Dell Latitude 5590 Ultrabook,11,Executive
MSI GL72M 7REX Gaming,3,17.3,D,8,S,WI,2.7,104561,Dell Latitude 5590 Ultrabook,11,Executive
Huawei MateBook X Ultrabook,1,13,B,8,S,WI,1.05,104601,Dell Latitude 5590 Ultrabook,11,Executive
HP Spectre 13-V111dx Ultrabook,3,13.3,C,8,S,WI,1.11,104601,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Yoga 910-13IKB 2 in 1 Convertible,1,13.9,C,8,S,WI,1.38,104601,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 850 Notebook,3,15.6,C,8,R,WI,1.84,104601,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 7577 Gaming,1,15.6,D,16,S,WI,2.65,104601,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 7567 Gaming,1,15.6,D,16,S,WI,2.6,104601,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad T560 Notebook,2,15.6,B,8,S,WI,2.3,104601,Dell Latitude 5590 Ultrabook,11,Executive
MSI Leopard GP72M Gaming,1,17.3,D,8,S,WI,2.7,104601,Dell Latitude 5590 Ultrabook,11,Executive
Asus VivoBook Pro Gaming,1,15.6,D,8,T,WI,1.99,104679,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook Flip 2 in 1 Convertible,3,13.3,B,8,S,WI,1.1,105299,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Portege Z30-C-16L Ultrabook,1,13.3,C,8,S,WI,1.2,105687,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Thinkpad T470 Notebook,1,14,B,8,R,WI,1.7,105765,Dell Latitude 5590 Ultrabook,11,Executive
Dell Precision 3510 Workstation,1,15.6,B,8,S,WI,2.23,106152,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 5580 Notebook,1,15.6,C,8,S,WI,1.93,106152,Dell Latitude 5590 Ultrabook,11,Executive
Asus Rog GL753VD-GC082T Gaming,2,17.3,C,12,R,WI,2.2,106222,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 5580 Notebook,1,15.6,C,8,R,WI,1.9,106773,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,1,13.3,C,8,S,WI,1.23,106928,Dell Latitude 5590 Ultrabook,11,Executive
HP Omen 17-W295 Gaming,1,17.3,D,16,S,WI,3.35,106928,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Tecra A50-D-11D Notebook,1,15.6,C,8,S,WI,2,107626,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 820 Netbook,1,12.5,C,8,S,WI,1.26,107703,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 850 Ultrabook,1,15.6,C,8,S,WI,1.84,107703,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 5770 Notebook,1,17.3,C,16,R,WI,2.8,108246,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Legion Y520-15IKBN Gaming,1,15.6,D,16,S,NO,2.4,108401,Dell Latitude 5590 Ultrabook,11,Executive
HP Spectre X360 Ultrabook,1,13.3,C,8,R,WI,1.32,108478,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad Yoga 2 in 1 Convertible,1,13.3,B,8,S,WI,1.37,108478,Dell Latitude 5590 Ultrabook,11,Executive
HP Envy x360 2 in 1 Convertible,2,13.3,C,16,S,WI,1.42,108478,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,1,13.3,C,8,S,WI,1.2,108478,Dell Latitude 5590 Ultrabook,11,Executive
HP Spectre x360 2 in 1 Convertible,1,13.3,B,8,S,WI,1.26,108478,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,1,13.3,B,8,S,WI,1.23,108478,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Legion Y2-15IKB Gaming,1,15.6,D,8,S,WI,3.2,108478,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Tecra Z50-C-144 Notebook,1,15.6,C,8,S,WI,2.2,108478,Dell Latitude 5590 Ultrabook,11,Executive
HP Omen 17-W006na Gaming,2,17.3,B,8,S,WI,2.75,108478,Dell Latitude 5590 Ultrabook,11,Executive
Xiaomi Mi Notebook Notebook,1,15.6,C,16,S,NO,1.95,108552,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Tecra A50-C-21G Notebook,1,15.6,C,16,R,WI,2.4,108789,Dell Latitude 5590 Ultrabook,11,Executive
Asus ROG GL703VD-GC028T Gaming,1,17.3,D,16,S,WI,2.9,109099,Dell Latitude 5590 Ultrabook,11,Executive
MSI GP72MVR 7RFX Gaming,1,17.3,D,8,S,WI,2.7,109254,Dell Latitude 5590 Ultrabook,11,Executive
Apple MacBook Pro Ultrabook,1,13.3,C,8,S,MA,1.37,110029,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 5580 Notebook,3,15.6,C,16,S,WI,1.93,110623,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 7480 Notebook,1,14,C,8,S,WI,1.36,110650,Dell Latitude 5590 Ultrabook,11,Executive
HP ProBook 650 Notebook,1,15.6,D,8,S,WI,2.31,110650,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad X270 Ultrabook,1,12.5,B,8,S,WI,1.36,110805,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,1,13.3,C,8,R,WI,1.2,112355,Dell Latitude 5590 Ultrabook,11,Executive
Asus FX503VM-E4007T (i7-7700HQ/16GB/1TB Gaming,1,15.6,D,16,S,WI,2.2,112355,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,2,13.3,B,8,S,WI,1.2,112425,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Portege Z30-C-1CW Notebook,1,13.3,B,8,S,WI,1.2,113208,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad T470 Notebook,3,14,B,8,S,WI,1.65,113596,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 840 Ultrabook,1,14,C,8,S,WI,1.54,113829,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook UX530UQ-PRO Ultrabook,1,15.6,C,16,R,WI,1.63,113829,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 7280 Ultrabook,3,12.5,B,8,P,WI,1.36,114154,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Thinkpad T470p Notebook,1,14,C,8,S,WI,1.7,114294,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Portege X30-D-10V Notebook,1,13.3,B,8,S,WI,1.05,114372,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 7567 Gaming,1,15.6,D,16,S,WI,2.62,114682,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Thinkpad T470 Notebook,3,14,C,8,S,WI,1.58,114759,Dell Latitude 5590 Ultrabook,11,Executive
HP Elitebook 820 Netbook,3,12.5,C,8,S,WI,1.26,114992,Dell Latitude 5590 Ultrabook,11,Executive
MSI GP72VR Leopard Gaming,1,17.3,D,8,S,WI,2.7,115284,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Thinkpad T460 Ultrabook,2,14,C,8,S,WI,1.7,115456,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook UX430UN Ultrabook,1,14,C,16,S,WI,1.3,115922,Dell Latitude 5590 Ultrabook,11,Executive
HP Omen 17-AN010nv Gaming,1,17.3,D,16,S,WI,3.78,116155,Dell Latitude 5590 Ultrabook,11,Executive
Huawei MateBook X Ultrabook,1,13,C,8,S,WI,1.05,116232,Dell Latitude 5590 Ultrabook,11,Executive
Dell XPS 13 Ultrabook,1,13.3,B,8,S,WI,1.29,116232,Dell Latitude 5590 Ultrabook,11,Executive
Samsung Notebook 9 Ultrabook,1,13.3,B,8,S,WI,0.81,116232,Dell Latitude 5590 Ultrabook,11,Executive
Asus ZenBook Flip 2 in 1 Convertible,1,13.3,C,8,S,WI,1.1,116232,Dell Latitude 5590 Ultrabook,11,Executive
HP Spectre x360 2 in 1 Convertible,1,13.3,B,8,S,WI,1.29,116232,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Yoga 730 2 in 1 Convertible,3,13.3,C,8,S,WI,1.19,116232,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo ThinkPad T470s Ultrabook,3,14,B,8,S,WI,1.32,116232,Dell Latitude 5590 Ultrabook,11,Executive
Lenovo Legion Y2-15IKB Gaming,1,15.6,D,16,S,WI,3.2,116232,Dell Latitude 5590 Ultrabook,11,Executive
Dell Inspiron 7577 Gaming,1,15.6,D,16,S,WI,2.65,116232,Dell Latitude 5590 Ultrabook,11,Executive
HP EliteBook 1040 Ultrabook,1,14,C,8,S,WI,1.43,116310,Dell Latitude 5590 Ultrabook,11,Executive
Asus FX753VE-GC155T (i7-7700HQ/16GB/1TB Gaming,1,17.3,D,16,S,WI,3,116620,Dell Latitude 5590 Ultrabook,11,Executive
"Apple MacBook 12"" Ultrabook",1,12,C,8,S,MA,0.92,117085,Dell Latitude 5590 Ultrabook,11,Executive
Apple MacBook Pro Ultrabook,1,13.3,C,8,S,MA,1.37,117748,Dell Latitude 5590 Ultrabook,11,Executive
Asus FX753VD-GC461T (i7-7700HQ/16GB/1TB Gaming,1,17.3,D,16,S,WI,2.9,118559,Dell Latitude 5590 Ultrabook,11,Executive
HP ProBook 650 Workstation,1,15.6,D,8,S,WI,2.31,118946,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Portege Z30-C-16Z Notebook,2,13.3,B,8,S,WI,1.2,119024,Dell Latitude 5590 Ultrabook,11,Executive
Toshiba Tecra X40-D-10G Notebook,1,14,B,8,S,WI,1.25,119024,Dell Latitude 5590 Ultrabook,11,Executive
Dell Latitude 5580 Notebook,1,15.6,C,16,S,WI,1.93,119209,Dell Latitude 5590 Ultrabook,11,Executive
Asus Rog Strix Gaming,1,17.3,D,16,S,WI,3.2,120109,Dell New XPS 13 XPS 9370,12,Programmer
Dell Inspiron 7773 Notebook,1,17.3,C,16,S,WI,2.77,120109,Dell New XPS 13 XPS 9371,12,Programmer
Google Pixelbook (Core Ultrabook,1,12.3,C,8,S,CH,1.1,120885,Dell New XPS 13 XPS 9372,12,Programmer
HP ZBook 15 Workstation,1,15.6,C,8,S,WI,2.59,121040,Dell New XPS 13 XPS 9373,12,Programmer
HP EliteBook 820 Ultrabook,3,12.5,B,4,S,WI,1.26,122436,Dell New XPS 13 XPS 9374,12,Programmer
Dell XPS 13 Ultrabook,0,13.3,C,8,S,WI,1.2,122436,Dell New XPS 13 XPS 9375,12,Programmer
Lenovo Thinkpad X270 Ultrabook,1,12.5,C,8,S,WI,1.36,122823,Dell New XPS 13 XPS 9376,12,Programmer
Asus Rog GL753VE-GC070T Gaming,1,17.3,D,16,S,WI,3,123366,Dell New XPS 13 XPS 9377,12,Programmer
Samsung Notebook 9 Ultrabook,1,13.3,C,8,S,WI,1.31,123986,Dell New XPS 13 XPS 9379,12,Programmer
Dell XPS 13 Ultrabook,1,13.3,B,8,S,WI,1.21,123986,Dell New XPS 13 XPS 9380,12,Programmer
Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,13.9,B,8,S,WI,1.4,123986,Dell New XPS 13 XPS 9381,12,Programmer
MSI GE72VR 6RF Gaming,2,17.3,D,16,S,WI,2.7,123986,Dell New XPS 13 XPS 9378,12,Programmer
Dell Latitude 5590 Ultrabook,1,15.6,C,16,S,WI,1.88,124681,Dell New XPS 13 XPS 9382,12,Programmer
Dell XPS 13 Ultrabook,1,13.3,B,8,S,WI,1.21,126313,Dell New XPS 13 XPS 9383,12,Programmer
